	1	2	uniprotID	ENSG	ENST	DBD_coords	AD_coords	RD_coords	Bif_coords	length	IDR_coords
1433			Q9BWE0		ENST00000444957	57-78,85-107,116-138,145-168,177-199,236-258,264-286,292-314,375-397,403-425,431-453,459-481,487-509,515-537,543-565				1	1-57,211-236,309-372
1434			Q9BX82		ENST00000308031	206-228,234-256,262-284,290-312,318-340,346-369,375-397,403-425,431-453,459-481,487-509,515-537,543-565,571-593,599-621				1	68-204
1435			Q9BXA9		ENST00000614883	420-442,448-470,680-701,707-729,739-761,977-999,1005-1027,1113-1135,1141-1163				1	1-417,475-673,759-972,1034-1111,1197-1301
1436			Q9BYE0		ENST00000317814	14-70				1	1-19,125-226
1437			Q9BYE7		ENST00000369847	1-350				1	1-119,219-241
1438			Q9BYM8		ENST00000356286	1-510				1	161-198
1439			Q9BYN7		ENST00000375200	322-344,350-372,445-467,473-497,503-525,540-564,566-588,594-616,622-644,650-677,683-705,711-732				1	1-319,369-444,524-537,730-855
1440			Q9BZS1		ENST00000376207	337-420				1	1-196,260-300,416-432
1441			Q9C0A1		ENST00000419474	453-476,508-532,569-593,1191-1215,1248-1272,1596-1652,1769-1791,1858-1914,2066-2122				1	1-454,529-717,791-820,915-982,1056-1176,1219-1488,1524-1599,1652-1862,1909-2072,2122-2147,2184-2446,2512-2573
1442			Q9C0G0		ENST00000299687	1444-1468,1486-1509,1538-1618,1628-1650,1656-1680,1686-1708,1714-1736,1742-1767,1773-1796				1	1-856,891-1417,1466-1485,1820-1871,1909-2072,2156-2249
1443			Q9C0K0		ENST00000357195	221-244,427-449,455-479,796-818,824-846,854-877				1	1-427,476-795
1444			Q9GZN2		ENST00000650844	19-76				1	1-24,82-238
1445			Q9GZR2		ENST00000630460	1-422				1	1-200
1446			Q9GZU2		ENST00000599577	452-474,505-527,563-585,627-649,1107-1129,1163-1185,1225-1247,1282-1304,1332-1354,1505-1527,1564-1586				1	1-37,119-1589
1447			Q9H0D2		ENST00000391901	140-162,168-190,196-221,838-860,1289-1311				1	1-140,225-1024,1220-1288
1448			Q9H116		ENST00000377051	348-371,377-400,407-429,435-457,463-485,491-513,519-541,547-569,575-597				1	1-31,66-82,137-324,598-712
1449			Q9H165		ENST00000642384	170-193,378-399,405-427,742-764,770-792,800-823				1	1-377,425-741
1450			Q9H1K0		ENST00000476527	13-41	232-311			1	63-87,202-247,409-464,542-736
1451			Q9H2S9		ENST00000547167	159-181,187-209,215-237,248-271				1	1-157,283-519
1452			Q9H2W2		ENST00000366810	87-143	207-232			1	1-91,144-233
1453			Q9H334		ENST00000318789	465-548				1	1-118,161-307,370-451,545-678
1454			Q9H3D4		ENST00000264731	163-359	1-131,610-680			1	1-191,351-401,441-543,612-681
1455			Q9H4I2		ENST00000683867	310-359,497-551,614-667,768-821,841-886				1	1-75,145-324,386-772,884-957
1456			Q9H4W6		ENST00000355311	17-247	281-360			1	1-30,417-597
1457			Q9H4Z2		ENST00000322927	495-517,523-545,562-584,590-612,621-643,678-701,1019-1041,1047-1069,1075-1097,1103-1126				1	1-233,268-460,708-1021,1122-1343
1458			Q9H582		ENST00000370440	410-432,448-470	852-893,902-981			1	1-411,566-1034,1102-1254,1306-1328
1459			Q9H7B4		ENST00000490107	1-428				1	NA-NA
1460			Q9H7R0		ENST00000545749	181-202,209-231,237-259,265-287,293-315,321-343,349-371,377-399,405-427,433-455,461-482,488-510,516-538,544-566,572-594,600-622				1	1-184
1461			Q9H898		ENST00000297737	13-37,74-98,144-168,197-221				1	53-70,110-138
1462			Q9H930		ENST00000415673	297-373				1	1-45,153-301
1463			Q9H9S0		ENST00000229307	NA-NA	155-305			1	1-104,152-306
1464			Q9HAK2		ENST00000520164	16-246				1	1-26,405-576
1465			Q9HAP2		ENST00000629738	720-770	232-445			1	1-128,188-201,240-724,892-920
1466			Q9HAW0		ENST00000220659	1-419				1	1-25,311-420
1467			Q9HAZ2		ENST00000270722	230-251,281-303,309-331,337-360,366-388,394-416,423-444,951-973,979-1002,1008-1032				1	1-285,449-946,1028-1198,1242-1277
1468			Q9HB58		ENST00000698099	458-533				1	119-459
1469			Q9HBE1		ENST00000266269	292-314,356-377,383-405,413-436,442-464,468-489,496-518,605-628				1	1-354,520-688
1470			Q9HBT8		ENST00000583566	243-265,271-293,298-320,326-348,354-376,382-404,410-432,438-460,466-488,494-516				1	1-45,83-241
1471			Q9HBU1		ENST00000253968	143-199				1	1-151,199-255
1472			Q9HBZ2		ENST00000303329	64-117	524-717			1	1-76,210-235,449-718
1473			Q9HC78		ENST00000474710	578-600,606-628,634-656,662-684,715-737				1	1-575,681-742
1474			Q9HCG1		ENST00000683776	257-279,285-307,313-335,341-363,369-391,397-419,425-447,453-475,481-503,509-531,537-559,565-587,593-615,649-671,677-699,705-727,733-755,761-783,789-811				1	79-254,803-819
1475			Q9NP66		ENST00000381714	103-171				1	1-110,181-216
1476			Q9NP71		ENST00000313375	650-704	202-636			1	1-84,145-660,824-853
1477			Q9NPC7		ENST00000356716	303-324,330-352,358-381,387-409,415-437,443-465,471-493,499-522				1	1-301,514-611
1478			Q9NQ69		ENST00000367387	268-324				1	1-65,202-275,328-398
1479			Q9NQB0		ENST00000355995	350-418	1-53,459-505			1	1-352,416-620
1480			Q9NQV8		ENST00000504452	627-648,666-688				1	182-617
1481			Q9NQX0		ENST00000407847	473-494,501-523,529-551,557-578				1	1-236,381-471,574-596
1482			Q9NQX1		ENST00000264808	167-190,199-220,234-255,262-287,295-317,320-342,348-370,376-398,404-426,432-455,461-483,490-511,517-539,545-567,573-595,603-625				1	1-166,219-296
1483			Q9NR48		ENST00000368346	824-836,886-898,1346-1358,1846-1858				1	1-297,427-1283,1330-2025,2284-2358,2555-2585,2817-2970
1484			Q9NR83		ENST00000266077	200-225				1	1-193,229-352
1485			Q9NRE2		ENST00000371497	215-239,275-299				1	1-371,409-849,964-1035
1486			Q9NS56		ENST00000360538	NA-NA				1	1-101,176-227,367-1046
1487			Q9NSC2		ENST00000685868	449-471,477-499,734-756,766-788,1001-1023,1029-1051,1134-1156,1162-1184				1	1-446,503-703,787-994,1053-1131,1208-1325
1488			Q9NSD4		ENST00000650114	101-123,129-151,181-203,209-231,237-259,265-287,293-315,321-343,349-371,377-399,405-428				1	1-100,151-178
1489			Q9NTW7		ENST00000361387	175-197,203-225,231-253,330-352,358-380,386-408,414-436,442-465,467-489,496-517,523-546,580-602				1	1-149,254-299,539-646
1490			Q9NU63		ENST00000552987	91-113,120-141,147-169,175-197,300-322,329-350,356-377				1	1-14,195-301,407-453
1491			Q9NUA8		ENST00000404138	736-757,807-830,836-858,864-887,893-915,921-944,950-973,978-1000,1006-1029,1046-1069,1075-1098,1104-1127,1135-1158				1	122-240,324-350,610-627,664-806,1149-1240
1492			Q9NV72		ENST00000540331	287-303,336-358,364-386,392-414,420-442,448-470,476-498,504-526				1	1-72,125-304
1493			Q9NVV9		ENST00000254250	4-83				1	72-137
1494			Q9NWS9		ENST00000594369	332-354,395-417,423-445				1	1-21,123-393
1495			Q9NX45		ENST00000379881	204-253				1	149-194,280-355
1496			Q9NX65		ENST00000396852	521-543,549-571,577-599,605-627,633-655,661-683				1	1-40,104-518,684-698
1497			Q9NXT0		ENST00000396154	150-167,178-200,206-228,234-256,262-284,290-312,317-339,345-367,373-395				1	1-117,389-403
1498			Q9NYT6		ENST00000590089	252-273,307-329,335-357,363-385,391-413,419-441,447-469,475-497,503-525,531-553,559-581,587-609,615-637,643-665,671-693,699-721,727-749,755-777				1	51-306,774-804
1499			Q9NYW8		ENST00000396912	261-283,289-311,317-339,345-367,373-395,401-423,429-451,457-479,511-530,539-561,567-589,595-617,623-645,651-673,679-701				1	57-259,698-715
1500			Q9NZC4		ENST00000533754	208-289				1	1-205
1501			Q9NZI5		ENST00000324907	230-442	1-124			1	1-267,487-523
1502			Q9NZI7		ENST00000283629	42-257				1	238-371,441-461
1503			Q9NZR4		ENST00000376709	165-221				1	1-168,234-366
1504			Q9P016		ENST00000392595	1-225				1	1-60
1505			Q9P0K8		ENST00000162391	66-154	1-27,275-328,330-425,562-574			1	1-64,127-414,476-575
1506			Q9P0L1		ENST00000629379	383-405,411-433,439-461,467-489,495-517,523-545,551-573,579-601,607-629,635-657,663-685,691-713,719-741				1	1-54,127-380,735-755
1507			Q9P0U4		ENST00000285106	160-208	242-321			1	1-27,84-166,209-396
1508			Q9P0W2		ENST00000333651	70-138				1	1-72,157-184
1509			Q9P243		ENST00000377838	271-293,299-321,326-349,355-377,404-426,432-454,458-481,742-764,770-793,798-822,830-853,909-931,937-959,966-988,994-1017,1041-1064				1	1-270,495-721,1075-1244
1510			Q9P2J8		ENST00000311331	276-298,304-326,332-354,360-381,388-410,416-438,444-466,472-494,500-522,528-550,556-578,584-606,612-634,640-662,668-690,696-718,724-746,752-774,780-802,808-830,836-858				1	1-277
1511			Q9UBB5		ENST00000256429	146-216,222-290	284-411			1	1-352,399-412
1512			Q9UBG7		ENST00000343694	69-206				1	1-53,110-138
1513			Q9UBR4		ENST00000371748	158-214	22-219			1	1-21,218-398
1514			Q9UBX2		ENST00000710433	20-76,95-149	322-424			1	1-26,74-107,145-425
1515			Q9UC07		ENST00000429654	192-214,220-242,248-270,276-298,304-326,332-354,360-382,388-410,416-438,444-468,478-500,506-528,534-556				1	1-189,554-567
1516			Q9UDV7		ENST00000610704	518-540,546-568,574-596,602-624,630-652				1	1-125,237-515,647-672
1517			Q9UFB7		ENST00000232974	436-459,490-513,520-542,548-570,576-598,604-626,632-654,660-687				1	1-438,683-748
1518			Q9UGL1		ENST00000367265	99-183	1302-1391			1	1-29,192-308,1102-1130,1280-1499
1519			Q9UGU0		ENST00000359486	1-1960	1-327			1	1-1614,1657-1842,1933-1961
1520			Q9UH73		ENST00000313708	17-247	429-591			1	1-33,416-592
1521			Q9UH92		ENST00000246912	130-188				1	1-135
1522			Q9UHF7		ENST00000640765	214-248,324-359,896-930				1	1-218,358-522,637-671,718-894,936-1215,1267-1282
1523			Q9UHL9		ENST00000265755	128-202,351-425,565-639,705-779,802-876				1	1-21,93-121,205-321,434-564,645-683,888-960
1524			Q9UI36		ENST00000619232	1-758				1	1-192,279-614,716-759
1525			Q9UIF8		ENST00000392783	739-813				1	1-745,835-881,1258-1347,1403-1710,1845-1868,1990-2065
1526			Q9UIF9		ENST00000551812	546-620,649-661,670-680				1	1-555,639-838,1021-1086,1159-1419,1560-1577,1732-1797
1527			Q9UIS9		ENST00000269468	1-90,168-215,217-262,330-377				1	76-131,257-317,386-606
1528			Q9UJL9		ENST00000411995	279-301,307-329,335-357,363-385,391-413,419-441,447-469,475-497,503-525				1	1-76,120-287
1529			Q9UJQ4		ENST00000217086	382-404,410-432,567-588,594-616,626-648,872-892,898-920				1	1-378,445-560,646-878,973-1054
1530			Q9UJU2		ENST00000265165	299-367	1-67,80-135,174-256			1	1-300,371-400
1531			Q9UJU3		ENST00000337401	525-547,553-575,581-603,609-631,637-659,665-687,693-715,721-743,749-771,777-799,805-827,833-855,861-883				1	58-522,882-914
1532			Q9UJV8		ENST00000523392	1-347				1	1-55,135-170,328-348
1533			Q9UJW7		ENST00000614049	349-371,377-399,405-427,433-455,461-483,489-511,517-539,545-566,572-594,600-622,628-650,656-678,684-706,712-734,740-762,768-790,796-818				1	1-346
1534			Q9UJW8		ENST00000221327	353-375,381-403,409-431,437-459,465-487,493-515,521-543,549-571,577-599,605-627,633-655,661-683				1	1-352
1535			Q9UK12		ENST00000187879	145-167,173-195,201-223,229-251,257-279,313-335,341-363,369-391,425-441				1	52-150,418-452
1536			Q9UKI9		ENST00000543440	186-257,282-338				1	1-186,254-291,341-437
1537			Q9UKS7		ENST00000434687	112-134,140-162,168-190,196-219				1	1-111,223-454
1538			Q9UKT9		ENST00000346872	118-140,146-168,174-196,202-223				1	1-120,228-429
1539			Q9UKW6		ENST00000312319	174-254	35-139			1	1-29,146-169
1540			Q9UKY1		ENST00000522655	296-339,467-521,572-623,665-717,742-749,779-825				1	1-69,138-294,355-469,516-569,625-669,729-773,830-874
1541			Q9UL36		ENST00000253159	37-59,66-88,94-115,121-143,153-175,197-219,225-247,253-276,285-308,482-504,510-532,538-560,566-588,657-679,685-707,713-735,741-763,967-989,995-1017,1023-1045,1051-1073,1168-1189,1195-1217,1223-1245,1251-1273,1657-1680,1688-1708,1722-1744,1750-1772,1778-1801				1	1-66,304-481,590-652,774-973,1073-1168,1267-1663,1801-1846
1542			Q9UL40		ENST00000358149	72-96,133-157,184-208,238-263				1	1-36,115-132,261-295
1543			Q9UL49		ENST00000335351	401-451				1	1-413,483-501
1544			Q9UL58		ENST00000414517	379-401,407-429,462-484,490-512				1	1-55,134-378,438-458
1545			Q9UL68		ENST00000428368	30-58,505-532,549-577,878-888,904-932,953-981,1006-1034	152-425			1	1-1059
1546			Q9ULD9		ENST00000513986	554-577				1	1-361,418-1081,1118-1513
1547			Q9ULJ3		ENST00000310826	670-692,749-769,775-798,909-930,937-959,1043-1065				1	122-545,642-656,694-718,798-909,961-1028
1548			Q9ULL5		ENST00000418929	1-2036				1	1-1585,1667-1841,1911-1943
1549			Q9ULV5		ENST00000521374	20-121				1	1-18,194-493
1550			Q9ULX6		ENST00000397410	1-646	1-384			1	1-379,545-647
1551			Q9ULX9		ENST00000538320	49-117				1	118-165
1552			Q9UM63		ENST00000674357	4-26,32-56,62-84,91-113,156-178,184-207	266-463			1	204-464
1553			Q9UNY5		ENST00000250076	303-325,331-353,359-381,387-409,415-437				1	1-82,145-303
1554			Q9UPM6		ENST00000373755	220-276				1	1-70,199-226,275-307
1555			Q9UPW0		ENST00000545068	78-165	492-571			1	1-78,141-458,514-623
1556			Q9UPW6		ENST00000260926	355-434,479-557,615-672				1	1-65,249-361,433-478,558-620,676-734
1557			Q9UQ80		ENST00000303305	1-394				1	360-395
1558			Q9UQR1		ENST00000700044	171-193,199-221,227-249,255-278	1-113,444-794			1	1-165,281-795
1559			Q9Y222		ENST00000394703	153-173,224-268,273-329	87-170,458-760,1-86			1	1-151,412-761
1560			Q9Y261		ENST00000377115	159-248	1-93,361-457			1	1-152,266-458
1561			Q9Y2G1		ENST00000278836	393-540	1-50			1	1-353,713-1016
1562			Q9Y2K1		ENST00000683701	534-555,573-600,606-628,662-684,686-709				1	1-433,469-532
1563			Q9Y2K7		ENST00000529006	563-609				1	1-39,359-445,516-567,680-892,1023-1038
1564			Q9Y2N7		ENST00000377670	15-68	454-510			1	1-28,355-670
1565			Q9Y2P7		ENST00000282308	239-261,267-289,295-317,323-345,351-373,379-401,407-429,435-457,463-485,491-513,519-541,547-569,575-597,603-625				1	1-242
1566			Q9Y2Q1		ENST00000594947	173-195,201-223,229-251,257-279,316-338,344-366,372-394,431-453,459-481,487-509,515-537,545-563				1	60-176,539-564
1567			Q9Y2V3		ENST00000334889	137-193				1	1-140,201-347
1568			Q9Y2W7		ENST00000295225	1-256				1	1-81
1569			Q9Y2X9		ENST00000367353	261-283,289-311,317-339,345-366				1	1-256,369-896
1570			Q9Y3M9		ENST00000376436	208-230,236-258,264-286,292-314,320-342,348-370,376-398,404-426,432-454,460-482,488-510,516-538,544-566,572-594,600-622,628-650,656-679,685-707,713-735				1	63-208,735-752
1571			Q9Y458		ENST00000373294	94-283	402-481			1	1-94,308-521
1572			Q9Y462		ENST00000276123	383-405,414-436,476-499,505-527,533-556,562-583,590-613,619-641,676-698,704-727,733-756				1	1-380,439-475
1573			Q9Y466		ENST00000368986	14-85				1	96-171
1574			Q9Y467		ENST00000614342	373-395,401-423,659-681,692-713				1	1-373,428-638,711-918,964-1008
1575			Q9Y468		ENST00000427442	621-649				1	1-279,579-614,655-694
1576			Q9Y483		ENST00000370298	180-369				1	1-47,352-527
1577			Q9Y4E5		ENST00000370706	315-337,363-386				1	1-73,413-463,566-603,699-720,840-870,1017-1062
1578			Q9Y4X4		ENST00000703967	317-341,347-371,377-399				1	1-316
1579			Q9Y543		ENST00000377834	14-71				1	126-174
1580			Q9Y5J3		ENST00000354724	50-105				1	1-51,166-305
1581			Q9Y5R5		ENST00000382251	119-165				1	1-118,175-299,371-496,543-562
1582			Q9Y5R6		ENST00000382276	72-118	172-251			1	1-72,131-374
1583			Q9Y5X4		ENST00000617575	45-115				1	1-42,114-218,278-291
1584			Q9Y603		ENST00000340181	225-305				1	1-19,135-184,312-342
1585			Q9Y692		ENST00000294409	89-165	422-573			1	1-90,183-258,348-574
1586			Q9Y6Q3		ENST00000374227	293-315,321-343,377-399,405-427,433-455,461-483,489-511,517-539,545-567,573-595,601-623				1	1-290,618-631
1587			Q9Y6Q9		ENST00000371998	31-83	621-1424			1	1-40,86-108,177-193,355-1425
1588			Q9Y6X0		ENST00000649279	583-596,1015-1027,1450-1462				1	1-1400,1437-1597
1589			Q9Y6Y1		ENST00000303635	69-182	702-841,422-501			1	1-55,245-863,993-1035,1171-1515,1644-1674
